Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q61140-2,BCAR1,Isoform Cas-A of Breast cancer anti-estrogen resistance protein 1 OS=Mus musculus OX=10090 GN=Bcar1,liver,N-Acetylneuraminic acid,-0.114185454,no,no,no,BCAR1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q91WC0,SETD3,Actin-histidine N-methyltransferase OS=Mus musculus OX=10090 GN=Setd3 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0732,no,no,no,SETD3_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P09922,MX1,Interferon-induced GTP-binding protein Mx1 OS=Mus musculus OX=10090 GN=Mx1 PE=1 SV=1,liver,N-Acetylneuraminic acid,0.00266,no,no,no,MX1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q91ZX7,LRP1,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,liver,N-Acetylneuraminic acid,0.0524,yes,no,no,LRP1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q3V2R3,CHN2,Chimaerin OS=Mus musculus OX=10090 GN=Chn2 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.146734385,no,no,no,CHN2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q922R8,PDIA6,Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3,liver,N-Acetylneuraminic acid,0.0953,no,no,no,PDIA6_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q9D823,RPL37,60S ribosomal protein L37 OS=Mus musculus OX=10090 GN=Rpl37 PE=3 SV=3,liver,N-Acetylneuraminic acid,0.0676,no,no,no,RPL37_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P01027,C3,Complement C3 OS=Mus musculus OX=10090 GN=C3 PE=1 SV=3,liver,N-Acetylneuraminic acid,0.0166,no,no,no,C3_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q61129,CFI,Complement factor I OS=Mus musculus OX=10090 GN=Cfi PE=1 SV=3,liver,N-Acetylneuraminic acid,0.0216,no,no,no,CFI_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q5SV41,PCTP,Phosphatidylcholine transfer protein OS=Mus musculus OX=10090 GN=Pctp PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.114378328,no,no,no,PCTP_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P80318,CCT3,T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0535,no,no,no,CCT3_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
A0A0R4J0B4,CMAS,N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.166028395,no,no,yes,CMAS_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8VDI9,ALG9,"Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus OX=10090 GN=Alg9 PE=2 SV=1",liver,N-Acetylneuraminic acid,0.111792152,no,no,no,ALG9_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q01149,COL1A2,Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2,liver,N-Acetylneuraminic acid,-0.0078,no,no,no,COL1A2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8BUE4,AIFM2,Ferroptosis suppressor protein 1 OS=Mus musculus OX=10090 GN=Aifm2 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0685,no,yes,yes,AIFM2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
O70475,UGDH,UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0592,no,no,yes,UGDH_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8C5W3-2,TBCEL,Isoform 2 of Tubulin-specific chaperone cofactor E-like protein OS=Mus musculus OX=10090 GN=Tbcel,liver,N-Acetylneuraminic acid,-0.0349,no,no,no,TBCEL_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P97290,SERPING1,Plasma protease C1 inhibitor OS=Mus musculus OX=10090 GN=Serping1 PE=1 SV=3,liver,N-Acetylneuraminic acid,0.183850921,no,no,no,SERPING1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q9ESN6,TRIM2,Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0578,no,no,no,TRIM2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8JZK9,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Hmgcs1 PE=1 SV=1",liver,N-Acetylneuraminic acid,-0.0262,no,no,yes,HMGCS1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
A0A0R4J092,MANBA,Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1,liver,N-Acetylneuraminic acid,0.111638667,no,no,no,MANBA_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8BLN5,LSS,Lanosterol synthase OS=Mus musculus OX=10090 GN=Lss PE=1 SV=2,liver,N-Acetylneuraminic acid,-0.0114,no,no,yes,LSS_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P32507-2,NECTIN2,Isoform Alpha of Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2,liver,N-Acetylneuraminic acid,0.0781,no,no,no,NECTIN2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q9DCL4,METTL15,12S rRNA N4-methylcytidine methyltransferase OS=Mus musculus OX=10090 GN=Mettl15 PE=1 SV=2,liver,N-Acetylneuraminic acid,-0.0526,no,yes,yes,METTL15_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q9ERE7,MESD,LRP chaperone MESD OS=Mus musculus OX=10090 GN=Mesd PE=1 SV=1,liver,N-Acetylneuraminic acid,0.487254291,no,no,no,MESD_N-Acetylneuraminic acid,NA,NA,NA,newfound,Extreme Outlier
P59481,LMAN2L,VIP36-like protein OS=Mus musculus OX=10090 GN=Lman2l PE=1 SV=1,liver,N-Acetylneuraminic acid,0.0171,no,no,no,LMAN2L_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
O35887,CALU,Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1,liver,N-Acetylneuraminic acid,0.0198,no,no,no,CALU_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
O35375,NRP2,Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2,liver,N-Acetylneuraminic acid,-0.0433,yes,no,no,NRP2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
O89017,LGMN,Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1,liver,N-Acetylneuraminic acid,0.0401,no,no,no,LGMN_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q3UDR8,YIPF3,Protein YIPF3 OS=Mus musculus OX=10090 GN=Yipf3 PE=1 SV=1,liver,N-Acetylneuraminic acid,0.184142927,yes,no,no,YIPF3_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q923U0,TOM1L1,TOM1-like protein 1 OS=Mus musculus OX=10090 GN=Tom1l1 PE=1 SV=1,liver,N-Acetylneuraminic acid,-0.0712,no,no,no,TOM1L1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q61838,PZP,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,liver,N-Acetylneuraminic acid,0.053900000000000003,no,no,no,PZP_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q8BGN2,D3ERTD751E,UPF0462 protein C4orf33 homolog OS=Mus musculus OX=10090 GN=D3Ertd751e PE=2 SV=1,liver,N-Acetylneuraminic acid,-0.0317,no,no,no,D3ERTD751E_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q924Z5,TRAM2,Translocating chain-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Tram2 PE=1 SV=1,liver,N-Acetylneuraminic acid,0.0083,yes,no,no,TRAM2_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P03921,MTND5,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus OX=10090 GN=Mtnd5 PE=1 SV=3,liver,N-Acetylneuraminic acid,-0.0388,no,no,no,MTND5_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
P27786,CYP17A1,"Steroid 17-alpha-hydroxylase/17,20 lyase OS=Mus musculus OX=10090 GN=Cyp17a1 PE=1 SV=1",liver,N-Acetylneuraminic acid,-0.0475,no,no,yes,CYP17A1_N-Acetylneuraminic acid,NA,NA,NA,newfound,Normal
Q9DCC4,PYCR3,Pyrroline-5-carboxylate reductase 3 OS=Mus musculus OX=10090 GN=Pycr3 PE=1 SV=2,liver,Uridine,-0.0397,no,no,no,PYCR3_Uridine,NA,NA,NA,newfound,Normal
Q8CJH3,PLXNB1,Plexin-B1 OS=Mus musculus OX=10090 GN=Plxnb1 PE=1 SV=2,liver,Uridine,0.0154,no,no,no,PLXNB1_Uridine,NA,NA,NA,newfound,Normal
P20060,HEXB,Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2,liver,Uridine,0.0204,no,no,no,HEXB_Uridine,NA,NA,NA,newfound,Normal
Q01149,COL1A2,Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2,liver,Uridine,-0.0206,no,no,no,COL1A2_Uridine,NA,NA,NA,newfound,Normal
O35678,MGLL,Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1,liver,Uridine,-0.00712,no,no,yes,MGLL_Uridine,NA,NA,NA,newfound,Normal
O35344,KPNA3,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,liver,Uridine,-0.19798036,yes,no,no,KPNA3_Uridine,NA,NA,NA,newfound,Normal
Q9D020,NT5C3A,Cytosolic 5'-nucleotidase 3A OS=Mus musculus OX=10090 GN=Nt5c3a PE=1 SV=4,liver,Uridine,0.270112865,no,no,yes,NT5C3A_Uridine,NA,NA,NA,newfound,Normal
Q9Z0F7,SNCG,Gamma-synuclein OS=Mus musculus OX=10090 GN=Sncg PE=1 SV=1,liver,Uridine,0.00411,yes,no,no,SNCG_Uridine,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,liver,N-Methyl-L-glutamic acid,0.0245,no,no,yes,CDO1_N-Methyl-L-glutamic acid,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,N-Methyl-L-glutamic acid,0.18316205,no,no,yes,TAT_N-Methyl-L-glutamic acid,NA,NA,NA,newfound,Normal
A2ATU0,DHTKD1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Mus musculus OX=10090 GN=Dhtkd1 PE=1 SV=1",liver,N-Methyl-L-glutamic acid,-0.270319888,no,yes,yes,DHTKD1_N-Methyl-L-glutamic acid,NA,NA,NA,newfound,Normal
Q8K304,TMEM129,E3 ubiquitin-protein ligase TM129 OS=Mus musculus OX=10090 GN=Tmem129 PE=2 SV=1,liver,N-Methyl-L-glutamic acid,0.00171,no,no,no,TMEM129_N-Methyl-L-glutamic acid,NA,NA,NA,newfound,Normal
Q8BHD8,PCMTD2,Protein-L-isoaspartate O-methyltransferase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pcmtd2 PE=2 SV=1,liver,CDP-ethanolamine,-0.102022958,no,no,no,PCMTD2_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q5U3K5,RABL6,Rab-like protein 6 OS=Mus musculus OX=10090 GN=Rabl6 PE=1 SV=2,liver,CDP-ethanolamine,0.122882875,no,no,no,RABL6_CDP-ethanolamine,NA,NA,NA,newfound,Normal
P51660,HSD17B4,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,liver,CDP-ethanolamine,-0.0925,no,yes,yes,HSD17B4_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q99LC9,PEX6,Peroxisome assembly factor 2 OS=Mus musculus OX=10090 GN=Pex6 PE=1 SV=1,liver,CDP-ethanolamine,-0.0108,yes,no,no,PEX6_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q9CZR2,NAALAD2,N-acetylated-alpha-linked acidic dipeptidase 2 OS=Mus musculus OX=10090 GN=Naalad2 PE=1 SV=2,liver,CDP-ethanolamine,4.87e-4,no,no,no,NAALAD2_CDP-ethanolamine,NA,NA,NA,newfound,Normal
O35409,FOLH1,Glutamate carboxypeptidase 2 OS=Mus musculus OX=10090 GN=Folh1 PE=1 SV=2,liver,CDP-ethanolamine,0.00798,yes,no,no,FOLH1_CDP-ethanolamine,NA,NA,NA,newfound,Normal
O35609,SCAMP3,Secretory carrier-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Scamp3 PE=1 SV=3,liver,CDP-ethanolamine,0.0459,yes,no,no,SCAMP3_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q9Z0R9,FADS2,Acyl-CoA 6-desaturase OS=Mus musculus OX=10090 GN=Fads2 PE=1 SV=1,liver,CDP-ethanolamine,-0.0873,no,no,no,FADS2_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q8C0C7,FARSA,Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1,liver,CDP-ethanolamine,0.178576164,no,no,no,FARSA_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q91XC9,PEX16,Peroxisomal membrane protein PEX16 OS=Mus musculus OX=10090 GN=Pex16 PE=1 SV=2,liver,CDP-ethanolamine,-0.141630435,yes,no,no,PEX16_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q80W04,TMCC2,Transmembrane and coiled-coil domains protein 2 OS=Mus musculus OX=10090 GN=Tmcc2 PE=1 SV=1,liver,CDP-ethanolamine,0.0508,no,no,no,TMCC2_CDP-ethanolamine,NA,NA,NA,newfound,Normal
A0A1B0GRV0,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Mus musculus OX=10090 GN=Bpnt1 PE=1 SV=1",liver,CDP-ethanolamine,-0.0301,no,no,yes,BPNT1_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q9Z210,PEX11B,Peroxisomal membrane protein 11B OS=Mus musculus OX=10090 GN=Pex11b PE=1 SV=1,liver,CDP-ethanolamine,-0.127902598,no,yes,no,PEX11B_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q922E4,PCYT2,Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,liver,CDP-ethanolamine,-0.0136,no,no,yes,PCYT2_CDP-ethanolamine,RHEA:24592,R-MMU-1483213;R-HSA-1483213,NA,established,Normal
Q9CQ20,MID1IP1,Mid1-interacting protein 1 OS=Mus musculus OX=10090 GN=Mid1ip1 PE=1 SV=1,liver,CDP-ethanolamine,-0.139994476,no,no,no,MID1IP1_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q922X9,PRMT7,Protein arginine N-methyltransferase 7 OS=Mus musculus OX=10090 GN=Prmt7 PE=1 SV=1,liver,CDP-ethanolamine,-0.0462,no,no,no,PRMT7_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q5SUH6,CLINT1,Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=1,liver,CDP-ethanolamine,0.144799262,yes,no,no,CLINT1_CDP-ethanolamine,NA,NA,NA,newfound,Normal
O35344,KPNA3,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,liver,CDP-ethanolamine,-0.102724937,yes,no,no,KPNA3_CDP-ethanolamine,NA,NA,NA,newfound,Normal
P19253,RPL13A,60S ribosomal protein L13a OS=Mus musculus OX=10090 GN=Rpl13a PE=1 SV=4,liver,CDP-ethanolamine,0.00345,no,no,no,RPL13A_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q9DCV3,DGAT2,Diacylglycerol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Dgat2 PE=1 SV=1,liver,CDP-ethanolamine,0.455371146,no,no,yes,DGAT2_CDP-ethanolamine,NA,NA,NA,newfound,Extreme Outlier
P13516,SCD1,Acyl-CoA desaturase 1 OS=Mus musculus OX=10090 GN=Scd1 PE=1 SV=2,liver,CDP-ethanolamine,-0.00755,no,no,yes,SCD1_CDP-ethanolamine,NA,NA,NA,newfound,Normal
O88822,SC5D,Lathosterol oxidase OS=Mus musculus OX=10090 GN=Sc5d PE=2 SV=2,liver,CDP-ethanolamine,-0.0845,no,no,yes,SC5D_CDP-ethanolamine,NA,NA,NA,newfound,Normal
P62257,UBE2H,Ubiquitin-conjugating enzyme E2 H OS=Mus musculus OX=10090 GN=Ube2h PE=1 SV=1,liver,CDP-ethanolamine,-0.325615948,no,no,no,UBE2H_CDP-ethanolamine,NA,NA,NA,newfound,Normal
Q9Z0R9,FADS2,Acyl-CoA 6-desaturase OS=Mus musculus OX=10090 GN=Fads2 PE=1 SV=1,liver,Cytidine 5'-diphosphocholine,-0.0078,no,no,no,FADS2_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
Q9CQ20,MID1IP1,Mid1-interacting protein 1 OS=Mus musculus OX=10090 GN=Mid1ip1 PE=1 SV=1,liver,Cytidine 5'-diphosphocholine,-0.0491,no,no,no,MID1IP1_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
Q9D2R0,AACS,Acetoacetyl-CoA synthetase OS=Mus musculus OX=10090 GN=Aacs PE=1 SV=1,liver,Cytidine 5'-diphosphocholine,-0.0285,no,no,no,AACS_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
O35375,NRP2,Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2,liver,Cytidine 5'-diphosphocholine,-0.0808,yes,no,no,NRP2_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
Q9DCV3,DGAT2,Diacylglycerol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Dgat2 PE=1 SV=1,liver,Cytidine 5'-diphosphocholine,0.0689,no,no,yes,DGAT2_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
P13516,SCD1,Acyl-CoA desaturase 1 OS=Mus musculus OX=10090 GN=Scd1 PE=1 SV=2,liver,Cytidine 5'-diphosphocholine,-0.00938,no,no,yes,SCD1_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Normal
P62257,UBE2H,Ubiquitin-conjugating enzyme E2 H OS=Mus musculus OX=10090 GN=Ube2h PE=1 SV=1,liver,Cytidine 5'-diphosphocholine,-0.454616451,no,no,no,UBE2H_Cytidine 5'-diphosphocholine,NA,NA,NA,newfound,Extreme Outlier
Q91YP2,NLN,"Neurolysin, mitochondrial OS=Mus musculus OX=10090 GN=Nln PE=1 SV=1",liver,Serotonin,-0.104875754,no,yes,no,NLN_Serotonin,NA,NA,NA,newfound,Normal
Q9D1H7,GET4,Golgi to ER traffic protein 4 homolog OS=Mus musculus OX=10090 GN=Get4 PE=1 SV=2,liver,Serotonin,-0.113398565,no,no,no,GET4_Serotonin,NA,NA,NA,newfound,Normal
P13020,GSN,Gelsolin OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=3,liver,Serotonin,0.0428,no,no,no,GSN_Serotonin,NA,NA,NA,newfound,Normal
O54692,ZW10,Centromere/kinetochore protein zw10 homolog OS=Mus musculus OX=10090 GN=Zw10 PE=1 SV=3,liver,Serotonin,-0.233618084,no,no,no,ZW10_Serotonin,NA,NA,NA,newfound,Normal
P01869,IGHG1,"Ig gamma-1 chain C region, membrane-bound form OS=Mus musculus OX=10090 GN=Ighg1 PE=1 SV=2",liver,Serotonin,0.016,no,no,no,IGHG1_Serotonin,NA,NA,NA,newfound,Normal
Q9EP69,SACM1L,Phosphatidylinositol-3-phosphatase SAC1 OS=Mus musculus OX=10090 GN=Sacm1l PE=1 SV=1,liver,Serotonin,-0.121264428,no,no,no,SACM1L_Serotonin,NA,NA,NA,newfound,Normal
Q9EQI5,PPBP,Chemokine subfamily B Cys-X-Cys OS=Mus musculus OX=10090 GN=Ppbp PE=1 SV=1,liver,Serotonin,0.342601679,no,no,no,PPBP_Serotonin,NA,NA,NA,newfound,Extreme Outlier
Q8BZ36,RINT1,RAD50-interacting protein 1 OS=Mus musculus OX=10090 GN=Rint1 PE=1 SV=2,liver,Serotonin,-0.0762,no,no,no,RINT1_Serotonin,NA,NA,NA,newfound,Normal
Q8BSM7,SLC43A1,Large neutral amino acids transporter small subunit 3 OS=Mus musculus OX=10090 GN=Slc43a1 PE=1 SV=1,liver,Serotonin,0.0493,yes,no,no,SLC43A1_Serotonin,NA,NA,NA,newfound,Normal
P55050,FABP2,"Fatty acid-binding protein, intestinal OS=Mus musculus OX=10090 GN=Fabp2 PE=1 SV=2",liver,Serotonin,-0.124767515,no,no,no,FABP2_Serotonin,NA,NA,NA,newfound,Normal
P10922,H1-0,Histone H1.0 OS=Mus musculus OX=10090 GN=H1-0 PE=2 SV=4,liver,Serotonin,0.0792,no,no,no,H1-0_Serotonin,NA,NA,NA,newfound,Normal
O35488,SLC27A2,Very long-chain acyl-CoA synthetase OS=Mus musculus OX=10090 GN=Slc27a2 PE=1 SV=2,liver,Cytidine,-0.223910637,yes,no,no,SLC27A2_Cytidine,NA,NA,NA,newfound,Normal
P51863,ATP6V0D1,V-type proton ATPase subunit d 1 OS=Mus musculus OX=10090 GN=Atp6v0d1 PE=1 SV=2,liver,Cytidine,0.394853779,yes,no,yes,ATP6V0D1_Cytidine,NA,NA,NA,newfound,Extreme Outlier
G5E8F1,ITGAM,Integrin alpha-M OS=Mus musculus OX=10090 GN=Itgam PE=1 SV=2,liver,Cytidine,0.0166,no,no,no,ITGAM_Cytidine,NA,NA,NA,newfound,Normal
Q99J08,SEC14L2,SEC14-like protein 2 OS=Mus musculus OX=10090 GN=Sec14l2 PE=1 SV=1,liver,Cytidine,-0.0357,no,no,no,SEC14L2_Cytidine,NA,NA,NA,newfound,Normal
P15307,REL,Proto-oncogene c-Rel OS=Mus musculus OX=10090 GN=Rel PE=1 SV=2,liver,Cytidine,0.0931,no,no,no,REL_Cytidine,NA,NA,NA,newfound,Normal
Q8BH04,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Mus musculus OX=10090 GN=Pck2 PE=1 SV=1",liver,Cytidine,0.0465,no,yes,yes,PCK2_Cytidine,NA,NA,NA,newfound,Normal
Q61599,ARHGDIB,Rho GDP-dissociation inhibitor 2 OS=Mus musculus OX=10090 GN=Arhgdib PE=1 SV=3,liver,Cytidine,0.132692349,no,no,no,ARHGDIB_Cytidine,NA,NA,NA,newfound,Normal
Q9R0X4,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1",liver,Cytidine,0.0647,no,yes,yes,ACOT9_Cytidine,NA,NA,NA,newfound,Normal
Q8CFE6,SLC38A2,Sodium-coupled neutral amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc38a2 PE=1 SV=1,liver,Cytidine,0.0768,yes,no,no,SLC38A2_Cytidine,NA,NA,NA,newfound,Normal
Q62426,CSTB,Cystatin-B OS=Mus musculus OX=10090 GN=Cstb PE=1 SV=1,liver,Cytidine,0.0226,yes,no,no,CSTB_Cytidine,NA,NA,NA,newfound,Normal
Q60770,STXBP3,Syntaxin-binding protein 3 OS=Mus musculus OX=10090 GN=Stxbp3 PE=1 SV=1,liver,Ophthalmate,0.322093802,no,no,no,STXBP3_Ophthalmate,NA,NA,NA,newfound,Extreme Outlier
Q99MP8,BRAP,BRCA1-associated protein OS=Mus musculus OX=10090 GN=Brap PE=1 SV=1,liver,Ophthalmate,-0.124238699,no,no,no,BRAP_Ophthalmate,NA,NA,NA,newfound,Normal
P16330,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3",liver,Ophthalmate,-0.0951,no,no,no,CNP_Ophthalmate,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",liver,Ophthalmate,0.302493409,no,yes,yes,PDK2_Ophthalmate,NA,NA,NA,newfound,Normal
P16301,LCAT,Phosphatidylcholine-sterol acyltransferase OS=Mus musculus OX=10090 GN=Lcat PE=1 SV=2,liver,Ophthalmate,0.00687,no,no,no,LCAT_Ophthalmate,NA,NA,NA,newfound,Normal
P25688,UOX,Uricase OS=Mus musculus OX=10090 GN=Uox PE=1 SV=2,liver,Ophthalmate,-0.158037042,no,no,yes,UOX_Ophthalmate,NA,NA,NA,newfound,Normal
Q4VAC9,PLEKHG3,Pleckstrin homology domain-containing family G member 3 OS=Mus musculus OX=10090 GN=Plekhg3 PE=1 SV=2,liver,Ophthalmate,0.113399495,no,no,no,PLEKHG3_Ophthalmate,NA,NA,NA,newfound,Normal
Q6NSR3,ADCK2,Uncharacterized aarF domain-containing protein kinase 2 OS=Mus musculus OX=10090 GN=Adck2 PE=2 SV=1,liver,Ophthalmate,0.0775,no,yes,no,ADCK2_Ophthalmate,NA,NA,NA,newfound,Normal
Q8C8U0-3,PPFIBP1,Isoform 3 of Liprin-beta-1 OS=Mus musculus OX=10090 GN=Ppfibp1,liver,Ophthalmate,-0.109256548,no,no,no,PPFIBP1_Ophthalmate,NA,NA,NA,newfound,Normal
Q6PEM6,GRAMD2B,GRAM domain-containing protein 2B OS=Mus musculus OX=10090 GN=Gramd2b PE=1 SV=2,liver,Ophthalmate,-0.179198952,no,no,no,GRAMD2B_Ophthalmate,NA,NA,NA,newfound,Normal
Q58A65,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2,liver,Ophthalmate,-0.265022514,no,no,no,SPAG9_Ophthalmate,NA,NA,NA,newfound,Normal
Q4VBD2,TAPT1,Transmembrane anterior posterior transformation protein 1 OS=Mus musculus OX=10090 GN=Tapt1 PE=1 SV=2,liver,Ophthalmate,0.0149,no,no,no,TAPT1_Ophthalmate,NA,NA,NA,newfound,Normal
Q8CI43,MYL6B,Myosin light chain 6B OS=Mus musculus OX=10090 GN=Myl6b PE=1 SV=1,liver,Ophthalmate,-0.00968,no,no,no,MYL6B_Ophthalmate,NA,NA,NA,newfound,Normal
Q6DFW0,NA,Guanine nucleotide exchange C9orf72 homolog OS=Mus musculus OX=10090 PE=1 SV=2,liver,Ophthalmate,0.0134,no,no,no,NA_Ophthalmate,NA,NA,NA,newfound,Normal
P14847,CRP,C-reactive protein OS=Mus musculus OX=10090 GN=Crp PE=1 SV=2,liver,Ophthalmate,0.188032792,no,no,no,CRP_Ophthalmate,NA,NA,NA,newfound,Normal
