Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
P61028,RAB8B,Ras-related protein Rab-8B OS=Mus musculus OX=10090 GN=Rab8b PE=1 SV=1,bat,Creatine,-0.141141,no,no,no,RAB8B_Creatine,NA,NA,NA,newfound,Normal
Q8VDD5,MYH9,Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4,bat,Creatine,-0.173265231,no,no,no,MYH9_Creatine,NA,NA,NA,newfound,Normal
Q9JIW9,RALB,Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1,bat,Creatine,-0.0182,no,no,no,RALB_Creatine,NA,NA,NA,newfound,Normal
Q9ERB0,SNAP29,Synaptosomal-associated protein 29 OS=Mus musculus OX=10090 GN=Snap29 PE=1 SV=1,bat,Creatine,-0.167398095,no,yes,no,SNAP29_Creatine,NA,NA,NA,newfound,Normal
Q6NZR5,SKIV2L,Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1,bat,Creatine,-0.487181921,no,no,no,SKIV2L_Creatine,NA,NA,NA,newfound,Extreme Outlier
P70297,STAM,Signal transducing adapter molecule 1 OS=Mus musculus OX=10090 GN=Stam PE=1 SV=3,bat,Creatine,-0.148274469,no,no,no,STAM_Creatine,NA,NA,NA,newfound,Normal
P70402,MYBPH,Myosin-binding protein H OS=Mus musculus OX=10090 GN=Mybph PE=2 SV=2,bat,Creatine,0.0307,no,no,no,MYBPH_Creatine,NA,NA,NA,newfound,Normal
Q3UHZ5,LMOD2,Leiomodin-2 OS=Mus musculus OX=10090 GN=Lmod2 PE=1 SV=1,bat,Creatine,0.00774,no,no,no,LMOD2_Creatine,NA,NA,NA,newfound,Normal
P17742,PPIA,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2,bat,Creatine,-0.0554,no,no,no,PPIA_Creatine,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,bat,Creatine,0.0213,no,no,no,EPDR1_Creatine,NA,NA,NA,newfound,Normal
P28741,KIF3A,Kinesin-like protein KIF3A OS=Mus musculus OX=10090 GN=Kif3a PE=1 SV=2,bat,Creatine,-0.00883,no,no,no,KIF3A_Creatine,NA,NA,NA,newfound,Normal
P49817,CAV1,Caveolin-1 OS=Mus musculus OX=10090 GN=Cav1 PE=1 SV=1,bat,Creatine,-0.0281,yes,no,no,CAV1_Creatine,NA,NA,NA,newfound,Normal
Q80UY1,CARNMT1,Carnosine N-methyltransferase OS=Mus musculus OX=10090 GN=Carnmt1 PE=1 SV=1,bat,Creatine,0.108813116,no,no,no,CARNMT1_Creatine,NA,NA,NA,newfound,Normal
P70290,MPP1,55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1,bat,Creatine,-0.095,no,no,no,MPP1_Creatine,NA,NA,NA,newfound,Normal
Q99KJ8,DCTN2,Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3,bat,Creatine,-0.211022594,no,no,no,DCTN2_Creatine,NA,NA,NA,newfound,Normal
Q9QYG0,NDRG2,Protein NDRG2 OS=Mus musculus OX=10090 GN=Ndrg2 PE=1 SV=1,bat,Creatine,0.139438513,no,no,no,NDRG2_Creatine,NA,NA,NA,newfound,Normal
P0C5K1,SBK2,Serine/threonine-protein kinase SBK2 OS=Mus musculus OX=10090 GN=Sbk2 PE=3 SV=2,bat,Creatine,0.0239,no,no,no,SBK2_Creatine,NA,NA,NA,newfound,Normal
P08556,NRAS,GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1,bat,Creatine,-0.108320759,no,no,no,NRAS_Creatine,NA,NA,NA,newfound,Normal
P97952,SCN1B,Sodium channel subunit beta-1 OS=Mus musculus OX=10090 GN=Scn1b PE=1 SV=1,bat,Creatine,0.0364,no,no,no,SCN1B_Creatine,NA,NA,NA,newfound,Normal
Q921G6,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,bat,Creatinine,-0.0261,no,no,no,LRCH4_Creatinine,NA,NA,NA,newfound,Normal
Q5SVR0,TBC1D9B,TBC1 domain family member 9B OS=Mus musculus OX=10090 GN=Tbc1d9b PE=1 SV=1,bat,Creatinine,-0.0281,no,no,no,TBC1D9B_Creatinine,NA,NA,NA,newfound,Normal
P53811,PITPNB,Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=2,bat,Creatinine,-0.192380472,no,no,no,PITPNB_Creatinine,NA,NA,NA,newfound,Normal
P35279-2,RAB6A,Isoform 2 of Ras-related protein Rab-6A OS=Mus musculus OX=10090 GN=Rab6a,bat,Creatinine,-0.225683522,no,no,no,RAB6A_Creatinine,NA,NA,NA,newfound,Normal
Q9ERB0,SNAP29,Synaptosomal-associated protein 29 OS=Mus musculus OX=10090 GN=Snap29 PE=1 SV=1,bat,Creatinine,-0.0528,no,yes,no,SNAP29_Creatinine,NA,NA,NA,newfound,Normal
Q6NZR5,SKIV2L,Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1,bat,Creatinine,-0.0976,no,no,no,SKIV2L_Creatinine,NA,NA,NA,newfound,Normal
Q9JK48-2,SH3GLB1,Isoform 2 of Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1,bat,Creatinine,-0.319934582,yes,no,no,SH3GLB1_Creatinine,NA,NA,NA,newfound,Normal
Q9R0Q1,SYTL4,Synaptotagmin-like protein 4 OS=Mus musculus OX=10090 GN=Sytl4 PE=1 SV=1,bat,Creatinine,-0.0253,yes,no,no,SYTL4_Creatinine,NA,NA,NA,newfound,Normal
Q01730,RSU1,Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3,bat,Creatinine,-0.114328288,no,no,no,RSU1_Creatinine,NA,NA,NA,newfound,Normal
Q99LF4,RTCB,RNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1,bat,Creatinine,-0.104639242,no,no,no,RTCB_Creatinine,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,Cytidine,-0.243984327,no,no,no,CAVIN3_Cytidine,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,Cytidine,-0.0764,yes,no,no,ANXA2_Cytidine,NA,NA,NA,newfound,Normal
O35988,SDC4,Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1,bat,Cytidine,0.0289,yes,no,no,SDC4_Cytidine,NA,NA,NA,newfound,Normal
O35710,NOCT,Nocturnin OS=Mus musculus OX=10090 GN=Noct PE=1 SV=3,bat,Cytidine,0.00576,no,yes,no,NOCT_Cytidine,NA,NA,NA,newfound,Normal
Q9Z0L8,GGH,Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2,bat,Cytidine,0.0419,no,no,no,GGH_Cytidine,NA,NA,NA,newfound,Normal
Q9CWV0,MALSU1,Mitochondrial assembly of ribosomal large subunit protein 1 OS=Mus musculus OX=10090 GN=Malsu1 PE=1 SV=1,bat,Cytidine,0.00369,no,yes,no,MALSU1_Cytidine,NA,NA,NA,newfound,Normal
P26883,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,bat,Cytidine,-0.199618489,yes,no,no,FKBP1A_Cytidine,NA,NA,NA,newfound,Normal
P30416,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5,bat,Cytidine 5'-monophosphate,0.20528944,no,no,yes,FKBP4_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,bat,Cytidine 5'-monophosphate,-0.218676031,no,no,no,JPT2_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
Q9JM14,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",bat,Cytidine 5'-monophosphate,-0.118183932,no,no,yes,NT5C_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
Q9WTR1,TRPV2,Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus OX=10090 GN=Trpv2 PE=1 SV=2,bat,Cytidine 5'-monophosphate,-0.180808671,yes,no,no,TRPV2_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
P26883,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,bat,Cytidine 5'-monophosphate,-0.437566059,yes,no,no,FKBP1A_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Extreme Outlier
Q05921,RNASEL,2-5A-dependent ribonuclease OS=Mus musculus OX=10090 GN=Rnasel PE=1 SV=2,bat,Cytidine 5'-monophosphate,-0.0959,no,no,no,RNASEL_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
Q4VAA2,CDV3,Protein CDV3 OS=Mus musculus OX=10090 GN=Cdv3 PE=1 SV=2,bat,D-(+)-Galacturonic acid,-0.451523779,no,no,no,CDV3_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Extreme Outlier
E9Q0B5,FCGBP,Fc fragment of IgG-binding protein OS=Mus musculus OX=10090 GN=Fcgbp PE=1 SV=1,bat,D-(+)-Galacturonic acid,4.69e-5,no,no,no,FCGBP_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q9JLM9,GRB14,Growth factor receptor-bound protein 14 OS=Mus musculus OX=10090 GN=Grb14 PE=1 SV=1,bat,D-(+)-Galacturonic acid,-0.0428,no,no,no,GRB14_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q9DC23,DNAJC10,DnaJ homolog subfamily C member 10 OS=Mus musculus OX=10090 GN=Dnajc10 PE=1 SV=2,bat,D-(+)-Galacturonic acid,-0.0745,no,no,no,DNAJC10_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q63886,UGT1A1,UDP-glucuronosyltransferase 1A1 OS=Mus musculus OX=10090 GN=Ugt1a1 PE=1 SV=2,bat,D-(+)-Galacturonic acid,0.0865,no,no,yes,UGT1A1_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
P15116,CDH2,Cadherin-2 OS=Mus musculus OX=10090 GN=Cdh2 PE=1 SV=2,bat,D-(+)-Galacturonic acid,-0.0426,no,no,no,CDH2_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q99LJ7,RCBTB2,RCC1 and BTB domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rcbtb2 PE=1 SV=1,bat,D-(+)-Galacturonic acid,-0.0643,no,no,no,RCBTB2_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
P32443,MEOX2,Homeobox protein MOX-2 OS=Mus musculus OX=10090 GN=Meox2 PE=2 SV=1,bat,D-(+)-Galacturonic acid,-0.00206,no,no,no,MEOX2_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
P70296,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3,bat,D-(+)-Galacturonic acid,-0.160503419,no,no,no,PEBP1_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q9JJH1,RNASE4,Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1,bat,D-(+)-Galacturonic acid,0.107531101,no,no,no,RNASE4_D-(+)-Galacturonic acid,NA,NA,NA,newfound,Normal
Q543V3,IRS1,Insulin receptor substrate 1 OS=Mus musculus OX=10090 GN=Irs1 PE=1 SV=1,bat,D-Glucosamine 6-phosphate,0.0169,no,no,no,IRS1_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q8BKC5,IPO5,Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,bat,D-Glucosamine 6-phosphate,-0.849779381,yes,no,no,IPO5_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Extreme Outlier
P30416,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5,bat,D-Glucosamine 6-phosphate,0.11229066,no,no,yes,FKBP4_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
A6H6E2,MMRN2,Multimerin-2 OS=Mus musculus OX=10090 GN=Mmrn2 PE=1 SV=1,bat,D-Glucosamine 6-phosphate,-0.140614855,no,no,no,MMRN2_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q91WP0,MASP2,Mannan-binding lectin serine protease 2 OS=Mus musculus OX=10090 GN=Masp2 PE=1 SV=1,bat,D-Glucosamine 6-phosphate,-0.0704,no,no,no,MASP2_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q9ER72,CARS1,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2",bat,D-Glucosamine 6-phosphate,-0.0548,no,no,no,CARS1_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q8BUL6,PLEKHA1,Pleckstrin homology domain-containing family A member 1 OS=Mus musculus OX=10090 GN=Plekha1 PE=1 SV=1,bat,D-Glucosamine 6-phosphate,-0.0242,no,no,no,PLEKHA1_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q6DID7,WLS,Protein wntless homolog OS=Mus musculus OX=10090 GN=Wls PE=1 SV=1,bat,D-Glucosamine 6-phosphate,0.617486237,yes,no,no,WLS_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Extreme Outlier
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,D-Glucosamine 6-phosphate,-0.189358102,no,no,no,PIR_D-Glucosamine 6-phosphate,NA,NA,NA,newfound,Normal
Q543V3,IRS1,Insulin receptor substrate 1 OS=Mus musculus OX=10090 GN=Irs1 PE=1 SV=1,bat,D-Glucose,0.0712,no,no,no,IRS1_D-Glucose,NA,NA,NA,newfound,Normal
E9PXG4,FNDC1,Fibronectin type III domain-containing 1 (Fragment) OS=Mus musculus OX=10090 GN=Fndc1 PE=4 SV=1,bat,D-Glucose,0.0294,no,no,no,FNDC1_D-Glucose,NA,NA,NA,newfound,Normal
P17710,HK1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,bat,D-Glucose,-0.0385,no,no,yes,HK1_D-Glucose,RHEA:17825;RHEA:17825,R-HSA-5619056;R-HSA-5619056;R-HSA-70171;R-HSA-70171,NA,established,Normal
Q80TB8,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 GN=Vat1l PE=1 SV=2,bat,D-Glucose,0.0559,no,no,no,VAT1L_D-Glucose,NA,NA,NA,newfound,Normal
Q7M759,ABHD17B,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1,bat,D-Glucose,-0.0786,no,no,yes,ABHD17B_D-Glucose,NA,NA,NA,newfound,Normal
Q921C5-2,BICD2,Isoform 2 of Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2,bat,D-Glucose,-0.391087829,no,no,no,BICD2_D-Glucose,NA,NA,NA,newfound,Extreme Outlier
Q8BR07-4,BICD1,Isoform 4 of Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1,bat,D-Glucose,-0.0159,no,no,no,BICD1_D-Glucose,NA,NA,NA,newfound,Normal
O35711-4,PPFIBP2,Isoform 4 of Liprin-beta-2 OS=Mus musculus OX=10090 GN=Ppfibp2,bat,D-Glucose,0.0698,no,no,no,PPFIBP2_D-Glucose,NA,NA,NA,newfound,Normal
Q91VX2,UBAP2,Ubiquitin-associated protein 2 OS=Mus musculus OX=10090 GN=Ubap2 PE=1 SV=1,bat,D-Glucose,-0.148346686,no,no,no,UBAP2_D-Glucose,NA,NA,NA,newfound,Normal
Q9D8S4,REXO2,"Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2",bat,D-Glucose,-0.0287,no,yes,yes,REXO2_D-Glucose,NA,NA,NA,newfound,Normal
Q9D7X3,DUSP3,Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1,bat,D-Glucose,-0.00902,no,no,no,DUSP3_D-Glucose,NA,NA,NA,newfound,Normal
Q99LE6,ABCF2,ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1,bat,D-Glucose,-0.187155139,yes,no,no,ABCF2_D-Glucose,NA,NA,NA,newfound,Normal
P03953,CFD,Complement factor D OS=Mus musculus OX=10090 GN=Cfd PE=1 SV=1,bat,D-Glucose,0.0602,no,no,no,CFD_D-Glucose,NA,NA,NA,newfound,Normal
P41438,SLC19A1,Reduced folate transporter OS=Mus musculus OX=10090 GN=Slc19a1 PE=1 SV=1,bat,D-Glucose,-0.0274,yes,no,no,SLC19A1_D-Glucose,NA,NA,NA,newfound,Normal
P26883,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,bat,D-Glucose,-0.0673,yes,no,no,FKBP1A_D-Glucose,NA,NA,NA,newfound,Normal
Q8K353,CYSTM1,Cysteine-rich and transmembrane domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cystm1 PE=1 SV=1,bat,D-Glucose,-0.0177,no,no,no,CYSTM1_D-Glucose,NA,NA,NA,newfound,Normal
A0A0G2JGI1,NEXN,Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.0762,no,no,no,NEXN_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q61941,NNT,"NAD(P) transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Nnt PE=1 SV=2",bat,D-Glucose/Frucotose 6-phosphate,0.00917,no,yes,yes,NNT_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q4U4S6,XIRP2,Xin actin-binding repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Xirp2 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.0103,no,no,no,XIRP2_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q9CRA5,GOLPH3,Golgi phosphoprotein 3 OS=Mus musculus OX=10090 GN=Golph3 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.0136,no,yes,no,GOLPH3_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q91VR5,DDX1,ATP-dependent RNA helicase DDX1 OS=Mus musculus OX=10090 GN=Ddx1 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.170774985,no,no,no,DDX1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q9D0F9,PGM1,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,bat,D-Glucose/Frucotose 6-phosphate,0.230012329,no,no,yes,PGM1_D-Glucose/Frucotose 6-phosphate,RHEA:23536,R-HSA-3322077;R-HSA-5609974;R-HSA-70221;R-HSA-70370;R-MMU-3322077;R-MMU-70221;R-MMU-70370,NA,established,Normal
P11531,DMD,Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3,bat,D-Glucose/Frucotose 6-phosphate,0.195260297,yes,no,no,DMD_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q9EPM5,SYNC,Syncoilin OS=Mus musculus OX=10090 GN=Sync PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.0698,no,no,no,SYNC_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P46460,NSF,Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2,bat,D-Glucose/Frucotose 6-phosphate,-0.0214,yes,no,no,NSF_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q8R5K4,NOL6,Nucleolar protein 6 OS=Mus musculus OX=10090 GN=Nol6 PE=2 SV=2,bat,D-Glucose/Frucotose 6-phosphate,-0.0402,no,no,no,NOL6_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q3UM29,COG7,Conserved oligomeric Golgi complex subunit 7 OS=Mus musculus OX=10090 GN=Cog7 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.0103,no,no,no,COG7_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P60469,PPFIA3,Liprin-alpha-3 OS=Mus musculus OX=10090 GN=Ppfia3 PE=1 SV=2,bat,D-Glucose/Frucotose 6-phosphate,0.00351,no,no,no,PPFIA3_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q80U72-3,SCRIB,Isoform 3 of Protein scribble homolog OS=Mus musculus OX=10090 GN=Scrib,bat,D-Glucose/Frucotose 6-phosphate,-0.164867699,no,no,no,SCRIB_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
E9Q9B7,KIDINS220,Kinase D-interacting substrate 220 OS=Mus musculus OX=10090 GN=Kidins220 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.00446,yes,no,no,KIDINS220_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P70182-3,PIP5K1A,Isoform 3 of Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Mus musculus OX=10090 GN=Pip5k1a,bat,D-Glucose/Frucotose 6-phosphate,-0.229368357,no,no,no,PIP5K1A_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q6NZR5,SKIV2L,Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.496981949,no,no,no,SKIV2L_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Extreme Outlier
P70297,STAM,Signal transducing adapter molecule 1 OS=Mus musculus OX=10090 GN=Stam PE=1 SV=3,bat,D-Glucose/Frucotose 6-phosphate,-0.153236709,no,no,no,STAM_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P70402,MYBPH,Myosin-binding protein H OS=Mus musculus OX=10090 GN=Mybph PE=2 SV=2,bat,D-Glucose/Frucotose 6-phosphate,0.13169555,no,no,no,MYBPH_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q60902,EPS15L1,Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus OX=10090 GN=Eps15l1 PE=1 SV=3,bat,D-Glucose/Frucotose 6-phosphate,-0.00583,no,no,no,EPS15L1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
E9PX68,SLC4A1AP,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein OS=Mus musculus OX=10090 GN=Slc4a1ap PE=1 SV=1",bat,D-Glucose/Frucotose 6-phosphate,-0.00104,no,no,no,SLC4A1AP_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P17742,PPIA,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2,bat,D-Glucose/Frucotose 6-phosphate,-0.00238,no,no,no,PPIA_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.00723,no,no,no,EPDR1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q3UHB1,NT5DC3,5'-nucleotidase domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nt5dc3 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.199922895,no,yes,yes,NT5DC3_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q80UY1,CARNMT1,Carnosine N-methyltransferase OS=Mus musculus OX=10090 GN=Carnmt1 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.215649273,no,no,no,CARNMT1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q8BG94,COMMD7,COMM domain-containing protein 7 OS=Mus musculus OX=10090 GN=Commd7 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-6.02e-4,no,no,no,COMMD7_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q99KJ8,DCTN2,Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3,bat,D-Glucose/Frucotose 6-phosphate,-6.15e-4,no,no,no,DCTN2_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q8BVU5,NUDT9,"ADP-ribose pyrophosphatase, mitochondrial OS=Mus musculus OX=10090 GN=Nudt9 PE=1 SV=1",bat,D-Glucose/Frucotose 6-phosphate,-0.0962,no,yes,yes,NUDT9_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q9R0Q1,SYTL4,Synaptotagmin-like protein 4 OS=Mus musculus OX=10090 GN=Sytl4 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,-0.244725052,yes,no,no,SYTL4_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q8C5D8,PIAS2,E3 SUMO-protein ligase PIAS2 OS=Mus musculus OX=10090 GN=Pias2 PE=1 SV=2,bat,D-Glucose/Frucotose 6-phosphate,0.101641744,no,no,no,PIAS2_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P0C5K1,SBK2,Serine/threonine-protein kinase SBK2 OS=Mus musculus OX=10090 GN=Sbk2 PE=3 SV=2,bat,D-Glucose/Frucotose 6-phosphate,0.102292988,no,no,no,SBK2_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q01730,RSU1,Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3,bat,D-Glucose/Frucotose 6-phosphate,-0.087,no,no,no,RSU1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q08857,CD36,Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2,bat,D-Glucose/Frucotose 6-phosphate,-0.22352632,yes,no,no,CD36_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
Q8BGH4,REEP1,Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.04,yes,no,no,REEP1_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
P97952,SCN1B,Sodium channel subunit beta-1 OS=Mus musculus OX=10090 GN=Scn1b PE=1 SV=1,bat,D-Glucose/Frucotose 6-phosphate,0.251653647,no,no,no,SCN1B_D-Glucose/Frucotose 6-phosphate,NA,NA,NA,newfound,Normal
